序号	对话上文	回复	连接词	本体	喻体
3142	秦岚、佘诗曼、董洁三位气质女神~	秦岚。。真的没有槽点这年纪还好看的像仙女一样	像...一样	秦岚	仙女

3143	这是不是科比职业生涯最精彩的绝杀？？？	我的评论就像处女膜一样从来没有人顶过。	像...一样	评论	处女膜

3144	书接上回（雪上加霜的是，经过详细的核算，	师弟啥时候搞个合稿啊，我现在像追剧一样一篇篇等	像...一样	一篇篇等	追剧

3145	完全看不懂现在的电视剧了……	我的表情现在就像土拨鼠一样	像...一样	我	土拨鼠

3146	「酷开夜聊」每人说一句与雪有关的话。	哥哥就像雪一样，纯洁又美好	像...一样	哥哥	雪

3147	国外丰乳美臀手术，为了美竟如此随意	像杀猪一样？看着都受罪！	像...一样	手术	杀猪

3148	今天带着小朋友们放烟花，爸爸的形象又伟岸了不少	我们多多永远像个小仙女一样	像...一样	多多	小仙女

3149	哈哈准备姿势很优美，人下来了游泳圈没下来	昊昊的哈哈大笑看得我也跟着笑得像个傻子一样	像...一样	我	傻子

3150	一场激烈的比赛，全程盯着小篮球！	就像人生一样曲折而紧张	像...一样	比赛	人生

3151	雨过天晴，工作室终于有魔镜啦	这个镜子好好看，拍出来就像画框一样！	像...一样	镜子	画框

3152	官宣了！猪年最佳吉祥物出现了	希望我今年能像小猪佩奇一样社会哦不，自信	像...一样	我	小猪佩奇

3153	我在等待，等待一个属于蔡徐坤的大舞台。等待	你像春风一样袭来，让人无法抗拒	像...一样	你	春风

3154	坚强的就像这个秤砣，想压扁我？爷会蹦跶！	你可以像球一样圆润的面对困难	像...一样	你	球

3155	"歪，出来拿证！"（来自刷消息刷到麻木的厚厚）	等个成绩像是等婆娘生娃儿一样..	像...一样	等个成绩	等婆娘生娃儿

3156	我好担心我没花完那几百美刀是遭曝光！你呢？	一分都没有，像龙猫一样呼呼大睡	像...一样	你	龙猫

3157	一位暖心的章鱼烧老板，帮小朋友们守护的一个秘密	我知道他是一位像天使一样的好人	像...一样	章鱼烧老板	天使

3158	唉！一想到明天又要上课了就不开心。。。	你这个老师怎么像学生一样	像...一样	老师	学生

3159	每年都会去拍古装照，但是一定要找自己喜欢的摄影师	哇这个效果像画一样大大好美！	像...一样	古装照	画

3160	三分钟，谁能告诉我这个小胖子叫什么lll	这么小就知道要卖肉露肉感觉像个鸡一样	像...一样	这个小胖子	鸡

3161	来说说你平时的刷牙步骤是哪种	刷得我好痛苦！像炒饭没加水一样	像...一样	刷牙	炒饭没加水

3162	“想像一下爱情的样子。”“对不起，想像不出来。”	应该很甜，像糖尿病患者的尿一样甜。	像...一样	爱情	糖尿病患者的尿

3163	超模雎晓雯,逆天长腿+好比例真的一绝	她真的看起来像精灵一样	像...一样	她	精灵

3164	詹姆斯库兹马拥抱致意路威，夏联大牌云集啊！	贝弗利每次防守老詹都像个孩子一样求抱抱	像...一样	贝弗利	孩子

3165	詹姆斯今晚的全素餐，强大源于自律。	只有天天吃草才能像牛一样强壮	像...一样	詹姆斯	牛

3166	双子座婚后出轨的原因是啥啊？	双子座爱一个人是不会出轨的。像个舔狗一样的爱。	像...一样	双子座	舔狗

3167	手机改变了什么？看完整个人都拔凉了。。。	手机让我们像木头一样，只知道低头看。	像...一样	我们	木头

3168	特斯拉很聪明，取消线下店就可以避免这种情况了：	看来去之间的微博，方向盘转起来像玩具车一样	像...一样	特斯拉	玩具车

3169	用一句话证明你的学校在哪个城市，不许出现地名	我的学校旁边有一个像“鸟巢”一样的建筑	像...一样	建筑	鸟巢

3170	【几米夜话】说一个埋在你心里很久的秘密。	我活的好累，不想再装的乐观开朗了，像个傻子一样	像...一样	我	傻子

3171	并非所有鲨鱼都无自主呼吸需要持续游动啊……	是不是叫什么护士鲨？像一群猪一样躺在水底。	像...一样	护士鲨	一群猪

3172	崔永元与新源里派出所的故事，一波三折，跌宕起伏。	哈哈看他说话像看笑话一样	像...一样	看他说话	看笑话

3173	蜡笔小新之春我部的都市传说风间家恐怖的电梯	真的，风间的眼睛就像绷带怪人一样，吓人。	像...一样	风间的眼睛	绷带怪人

3174	牵着恩师的手暖接下来手拉手向前走	你就像个孩子一样真美好	像...一样	你	孩子

3175	路人镜头下的女星合集，佟丽娅杨幂太瘦了吧！	都好美，志玲姐姐好可爱，像个小女孩一样。	像...一样	志玲姐姐	小女孩

3176	自从买了这把刀我后悔死了，菜板一天要换五六个	卖个东西像吵架一样，看见都怕	像...一样	卖个东西	吵架

3177	哈哈好和朋友合影的我：你能不能把瘦脸大眼给关了？	哈哈哈用朋友相机的我就像外星人一样	像...一样	我	外星人

3178	每天都在这样不停的循环中。【搞笑】	是本人没错了而且心情像过山车一样	像...一样	心情	过山车

3179	我也不知道我有一天会因为一个人走路嚎啕大哭	瘦的像纸片一样从视频里飘过	像...一样	我	纸片

3180	现实中，这样的男人又能有几个呢？	胖的像猪一样划重点敲黑板要考！	像...一样	这样的男人	猪

3181	性生活真的很重要吗？已婚人士帮忙给些答案吧。	性生活不和谐就像菜里没放盐一样寡淡无味	像...一样	性生活不和谐	菜里没放盐

3182	你这一辈子，有没有为别人拼过命？	脑壳大的像皮球一样也算拼命哈哈	像...一样	脑壳	皮球

3183	张艺兴是什么什么甜蜜宝贝(;Д`)	看起来好甜蜜啊，就像天使一样	像...一样	张艺兴	天使

3184	诡异的动员大会口号甚至是团长提前演练好的	真的像进了邪教组织一样	像...一样	诡异的动员大会	邪教组织

3185	在草莓的世界里，感受恋爱般的美妙滋味	草莓的味道就像谈念爱一样酸酸甜甜的	像...一样	草莓的味道	谈念爱

3186	台灣哈雷環島Vlog2：飛天下海，安排上了！	德哥这下就像自由自在的鸟儿一样	像...一样	德哥	自由自在的鸟儿

3187	同意，无正义感的报纸，我以为早就没了。	方舟子就像蛆虫一样，走到哪里臭到哪里	像...一样	方舟子	蛆虫

3188	睡不着的来说说你的名字有什么特殊的含义吗？	皓。。。奶奶取得，希望我像月光一样？？？	像...一样	我	月光

3189	军训终于结束啦此刻你的心情是＿＿？	我要点首歌像风一样自由	像...一样	我	风

3190	看到一对异地恋情侣分别我爆哭	前天刚分开像丢了五百万一样难过	像...一样	分开	丢了五百万

3191	极为有可能地，我要参加橄榄球队了……	橄榄球是椭圆的吗？像槟狼一样	像...一样	橄榄球	槟狼

3192	【每日一学】天冷了，就让孩子做“趴窝”一族？	有些父母真是把孩子保护得像鸡蛋一样	像...一样	孩子	鸡蛋

3193	存了两个多月的视频终于能发了	哈哈，黑刘开心得像个孩子一样	像...一样	黑刘	孩子

3194	为什么一到晚上就会胡思乱想。	晚上确实容易发神经脑子里就像写作文一样无解	像...一样	发神经	写作文

3195	让听不懂阆中话的人给你记个地址有多可怕居居本居	哈哈笑死以前我室友说我说话像在跳舞一样	像...一样	说话	跳舞

3196	仙女长什么样？看看刘亦菲吧。	活在古画像里的美人一样	像...一样	刘亦菲	活在古画像里的美人

3197	俏丽若三春之桃，清素若九秋之菊。	她这个身材简直就像仙女一样	像...一样	她	仙女

3198	他是不是意味我也是貓毛太亂了幫我李順順它	他怎么舔来舔去像喝奶一样	像...一样	舔来舔去	喝奶

3199	游戏可以输，冲浪是一定要冲的	那个滑板不会像船一样搁浅诶	像...一样	滑板	船

3200	枪迷们认为科拉希纳茨最近表现有多好？	像开坦克一样，晃悠来晃悠去起起伏伏	像...一样	表现	开坦克

3201	看完这个视频，你有什么理由不鼓起勇气开始减肥	减个肥搞得像戒毒一样的。	像...一样	减个肥	戒毒

3202	这个高度基本可以称为阿姜姜海拔，阿姜基本长在地上	米妈可以通过米粒飞起来米粒就像单级火箭一样	像...一样	米粒	单级火箭

3203	渣浪能不能不要删我视频？让大家看看真实HK。	我擦，这群黑衣服的像电影里的丧尸一样。。。	像...一样	这群黑衣服的	电影里的丧尸

3204	令令在迪丽热巴反黑站C位出道，长期置顶	好幼稚啊，像个垃圾一样	像...一样	令令	垃圾

3205	不是我妈怎么就开始训猫了。。。夏夏会握手了。。	它活的像条狗一样（迫真）	像...一样	夏夏	狗

3206	你听说唱时和你妈听说唱的区别	我妈说你听啥呢像念经一样	像...一样	说唱	念经

3207	你家猫咪最让人吃惊的举动是__	像人一样睡觉还必须枕枕头	像...一样	猫咪	人

3208	开奖！转发：点赞：今天的视频在上传了	在学校寝室做饭真的很惊险，像打仗一样，	像...一样	在学校寝室做饭	打仗

3209	南昌…湘潭…镇江…十一前最后的三个城市……	感觉你像传销一样，轮回演出	像...一样	轮回演出	传销

3210	我希望这辈子不为讨好任何人而活。	可在喜欢的人面前我总是像条狗一样摇尾巴	像...一样	我	狗

3211	说实话这个MV关掉音量看拍的还真的8错	这首歌像前列腺炎一样刺痛我的尿道	像...一样	这首歌	前列腺炎

3212	很走心地问大家：你们追星真的快乐吗？	只要不撕，会像升天一样快乐	像...一样	追星	升天

3213	第五届太原理工智能车暨RM校内赛季前赛	萧哥笑得像个孩子一样。	像...一样	萧哥	孩子

3214	须眉儿童电动理发器，转发抽送3台体验！	消除宝宝理发恐惧，让理发像梳头一样简单	像...一样	理发	梳头

3215	评论留下你最近的烦恼，陌生人来说一段暖心的话	男友劈腿很伤浪费了5年的青春像傻子一样付出所有	像...一样	你	傻子

3216	听陈奕迅的人都很寂寞听薛之谦的人都不快乐	没有人能像白纸一样没有故事	像...一样	人	白纸

3217	描述一下，什么是心动的感觉__	看见他就想笑笑像傻子一样不停地笑唉。。。女人啊	像...一样	女人	傻子

3218	Wrnm太感人了宋小宝变张雨绮我在哭	你是我滴姐妹像玫瑰花一样滴女人	像...一样	你	玫瑰花

3219	到现在还天天有人说我双眼皮是割的	因为你真的像个洋娃娃一样漂亮啊	像...一样	你	洋娃娃

3220	什么样的瞬间，会让你孤独到想哭？	自己像外人一样在这个家里格格不入	像...一样	自己	外人

3221	年龄一大，相信的东西就越来越少。——村上春树	爱情就像鬼一样，年龄越大越不相信	像...一样	爱情	鬼

3222	虽然有点困了，但是还是注册了个小号在转发抽奖	我这种活的像僵尸粉一样的大号干脆就不去转了	像...一样	我	僵尸粉

3223	来说说你的微博ID由来吧是因为你的爱豆吗？	因为爱姚弛的心就像数学公式一样恒定不变	像...一样	爱姚弛的心	数学公式

3224	了解一下囊中羞涩？喜欢哪个？告诉我！送给你	我喜欢像棒棒糖一样的气垫会送么？	像...一样	气垫	棒棒糖

3225	过年送礼必备，这个必须安利了~	幸福就像花儿一样，看到这些我开心呐。	像...一样	幸福	花儿

3226	女生想分手程度时间表。是这样的！【搞笑】	像给储蓄罐塞钱一样，攢多了，就砸了。	像...一样	女生想分手程度时间表	给储蓄罐塞钱

3227	如果追求操控和运动，捷豹可以考虑一下哦~~	我为何要选择一个被福特像皮球一样踢开的品牌	像...一样	捷豹	皮球

3228	“不能说发秘密，许成心愿等待着流星”好好听一首歌	我怎么像坐了个儿童车一样一直晃来晃去	像...一样	听一首歌	坐了个儿童车

3229	下课了，我凝视你的样子好看么？	好看好看！像梦一样好看！！	像...一样	我凝视你的样子	梦

3230	新疆的烤羊肉串夹馕。哇想钻到手机里去吃	馕不是像塑料飞盘一样么	像...一样	馕	塑料飞盘

3231	考驾照是种什么体验？教练在骂我，我在骂车	练科二教练说我像个蛇一样扭来扭去	像...一样	我	蛇

3232	都家女孩拥有青春能量的秘诀？看这里	真好，皮肤像剥了壳的鸡蛋一样	像...一样	皮肤	剥了壳的鸡蛋
